 (-4.002564527793745E-004,0.000000000000000E+000)
 (-3.077965141856260E-003,0.000000000000000E+000)
 (3.520066490711219E-004,0.000000000000000E+000)
 (3.454655201554752E-003,0.000000000000000E+000)
 (3.077965144022813E-003,0.000000000000000E+000)
 (-4.002564084943736E-004,0.000000000000000E+000)
 (-3.454655172619298E-003,0.000000000000000E+000)
 (3.520065590498832E-004,0.000000000000000E+000)
 (7.416738805773750E-011,0.000000000000000E+000)
 (1.279029949776179E-010,0.000000000000000E+000)
 (-1.634747667628238E-010,0.000000000000000E+000)
 (-2.370022190909321E-010,0.000000000000000E+000)
 (-3.520071326917320E-004,0.000000000000000E+000)
 (-3.454658147091486E-003,0.000000000000000E+000)
 (4.002570843633976E-004,0.000000000000000E+000)
 (3.077968415552935E-003,0.000000000000000E+000)
 (3.454657983224011E-003,0.000000000000000E+000)
 (-3.520068900454148E-004,0.000000000000000E+000)
 (-3.077968322675029E-003,0.000000000000000E+000)
 (4.002569443925415E-004,0.000000000000000E+000)
 (9.085501798259433E-011,0.000000000000000E+000)
 (1.326104441534514E-010,0.000000000000000E+000)
 (-5.556990279779484E-011,0.000000000000000E+000)
 (-7.725354929935580E-011,0.000000000000000E+000)
 (-1.633946205279468E-004,0.000000000000000E+000)
 (-4.370256501809055E-004,0.000000000000000E+000)
 (-5.969102094834150E-004,0.000000000000000E+000)
 (4.663088291428579E-004,0.000000000000000E+000)
 (-2.668179509397830E-003,0.000000000000000E+000)
 (9.524947246742476E-005,0.000000000000000E+000)
 (2.589223188045668E-003,0.000000000000000E+000)
 (2.667769357100759E-005,0.000000000000000E+000)
 (-1.101535774251218E-003,0.000000000000000E+000)
 (-9.543992401948677E-004,0.000000000000000E+000)
 (1.087704286649200E-003,0.000000000000000E+000)
 (-7.908272760129535E-004,0.000000000000000E+000)
 (-1.314004824711576E-003,0.000000000000000E+000)
 (2.003874398283038E-003,0.000000000000000E+000)
 (1.193865031504085E-003,0.000000000000000E+000)
 (-1.555318689719487E-003,0.000000000000000E+000)
 (-2.272794420281586E-004,0.000000000000000E+000)
 (1.245859649287789E-003,0.000000000000000E+000)
 (5.675955784207781E-004,0.000000000000000E+000)
 (-1.764097435717393E-003,0.000000000000000E+000)
 (1.377301964240454E-003,0.000000000000000E+000)
 (-4.767584014924293E-004,0.000000000000000E+000)
 (1.410243472065073E-004,0.000000000000000E+000)
 (1.337393222898337E-003,0.000000000000000E+000)
 (1.375181669746425E-003,0.000000000000000E+000)
 (1.779882174450052E-003,0.000000000000000E+000)
 (-1.452303597837841E-003,0.000000000000000E+000)
 (-2.095361749403199E-003,0.000000000000000E+000)
 (-4.512718298974286E-004,0.000000000000000E+000)
 (-1.443326985562708E-003,0.000000000000000E+000)
 (2.755270478384734E-005,0.000000000000000E+000)
 (8.820710357259768E-004,0.000000000000000E+000)
 (-2.757661377965864E-004,0.000000000000000E+000)
 (1.431157431989936E-003,0.000000000000000E+000)
 (-1.228728562131996E-003,0.000000000000000E+000)
 (-5.465657653998586E-004,0.000000000000000E+000)
 (5.969133093687511E-004,0.000000000000000E+000)
 (-4.663089633768283E-004,0.000000000000000E+000)
 (1.633914530070902E-004,0.000000000000000E+000)
 (4.370250903646908E-004,0.000000000000000E+000)
 (-2.589223708388795E-003,0.000000000000000E+000)
 (-2.667575190918151E-005,0.000000000000000E+000)
 (2.668179576087278E-003,0.000000000000000E+000)
 (-9.525154772774617E-005,0.000000000000000E+000)
 (-1.087704712233862E-003,0.000000000000000E+000)
 (7.908272144388197E-004,0.000000000000000E+000)
 (1.101535651984320E-003,0.000000000000000E+000)
 (9.543991917140947E-004,0.000000000000000E+000)
 (-1.193862985883317E-003,0.000000000000000E+000)
 (1.555318620630979E-003,0.000000000000000E+000)
 (1.314002327869860E-003,0.000000000000000E+000)
 (-2.003874127787922E-003,0.000000000000000E+000)
 (-5.675962246031893E-004,0.000000000000000E+000)
 (1.764100433259930E-003,0.000000000000000E+000)
 (2.272805326461142E-004,0.000000000000000E+000)
 (-1.245862196454263E-003,0.000000000000000E+000)
 (-1.410241699037057E-004,0.000000000000000E+000)
 (-1.337393345178659E-003,0.000000000000000E+000)
 (-1.377301671233186E-003,0.000000000000000E+000)
 (4.767581648300292E-004,0.000000000000000E+000)
 (1.452306072960284E-003,0.000000000000000E+000)
 (2.095362648362673E-003,0.000000000000000E+000)
 (-1.375183775040525E-003,0.000000000000000E+000)
 (-1.779882910700961E-003,0.000000000000000E+000)
 (-2.755235261639724E-005,0.000000000000000E+000)
 (-8.820684827981534E-004,0.000000000000000E+000)
 (4.512718569320407E-004,0.000000000000000E+000)
 (1.443323909805500E-003,0.000000000000000E+000)
 (1.228728665028157E-003,0.000000000000000E+000)
 (5.465660804628848E-004,0.000000000000000E+000)
 (2.757661661784998E-004,0.000000000000000E+000)
 (-1.431157223395816E-003,0.000000000000000E+000)
