             (-0.0000000000000000,-0.0000000000000000)       (-3.85685936757892214E-002,-0.0000000000000000)        (1.08494854341986075E-009,-0.0000000000000000)        (6.46086650827776913E-011,-0.0000000000000000)       (-3.96354723930328404E-002,-0.0000000000000000)       (-2.39061731388779790E-011,-0.0000000000000000)        (3.80878607276818101E-003,-0.0000000000000000)        (1.24224445920310712E-002,-0.0000000000000000)       (-3.76746188625137150E-003,-0.0000000000000000)       (-1.10370757452630695E-003,-0.0000000000000000)        (8.83557676270728745E-003,-0.0000000000000000)        (1.26414144968997697E-003,-0.0000000000000000)       (-1.75377984574415094E-003,-0.0000000000000000)        (1.48833546386486111E-002,-0.0000000000000000)        (2.50331988880251851E-003,-0.0000000000000000)       (-4.58376334814504169E-003,-0.0000000000000000)        (1.32591321540020332E-002,-0.0000000000000000)       (-3.17609365569050759E-003,-0.0000000000000000)        (2.03029323955087292E-003,-0.0000000000000000)        (1.64879110500857906E-002,-0.0000000000000000)        (2.91695501004362928E-003,-0.0000000000000000)        (1.51946982303739569E-003,-0.0000000000000000)        (9.14558028509030764E-003,-0.0000000000000000)        (2.59138200337711818E-004,-0.0000000000000000)
        (3.85685936757892214E-002,-0.0000000000000000)        (1.89055767740586122E-022,-0.0000000000000000)        (8.24822149902151786E-010,-0.0000000000000000)        (3.96354719812341202E-002,-0.0000000000000000)       (-6.44186997464697317E-011,-0.0000000000000000)       (-4.31239913103141923E-010,-0.0000000000000000)       (-1.16718058017318046E-002,-0.0000000000000000)       (-3.17458668120843739E-003,-0.0000000000000000)        (7.15440442144157462E-004,-0.0000000000000000)       (-1.52586742212655248E-002,-0.0000000000000000)        (1.73790657313772456E-003,-0.0000000000000000)       (-3.62043801760749935E-003,-0.0000000000000000)       (-9.21089552747198295E-003,-0.0000000000000000)        (2.38797886405343884E-003,-0.0000000000000000)        (2.90499752160577711E-003,-0.0000000000000000)       (-1.26692839388800570E-002,-0.0000000000000000)        (3.89442998267917895E-003,-0.0000000000000000)       (-1.53449166246326743E-003,-0.0000000000000000)       (-9.44050424481975362E-003,-0.0000000000000000)       (-2.71962687515267011E-003,-0.0000000000000000)       (-1.98333169380996701E-003,-0.0000000000000000)       (-1.67828353425285917E-002,-0.0000000000000000)       (-2.20880338554482747E-003,-0.0000000000000000)        (3.51782306022874712E-003,-0.0000000000000000)
       (-1.08494854276374130E-009,-0.0000000000000000)       (-8.24822151471791312E-010,-0.0000000000000000)       (-9.75705001323681162E-021,-0.0000000000000000)        (3.00310274390472635E-010,-0.0000000000000000)        (3.66639963796433222E-010,-0.0000000000000000)        (1.72447750850676274E-013,-0.0000000000000000)        (9.78183872273373153E-003,-0.0000000000000000)       (-1.14193098601465919E-002,-0.0000000000000000)       (-5.27380090987169051E-003,-0.0000000000000000)        (4.99849304625973358E-003,-0.0000000000000000)        (1.41809760359452707E-002,-0.0000000000000000)       (-5.27380101638697755E-003,-0.0000000000000000)       (-1.47803316464834109E-002,-0.0000000000000000)       (-2.76166589860436665E-003,-0.0000000000000000)       (-5.27380126505991136E-003,-0.0000000000000000)        (1.09149604790910962E-002,-0.0000000000000000)        (1.10346743571630591E-002,-0.0000000000000000)        (5.27034107380721858E-003,-0.0000000000000000)       (-1.50137881269812330E-002,-0.0000000000000000)        (3.93529565750578170E-003,-0.0000000000000000)        (5.27034122356815748E-003,-0.0000000000000000)        (4.09882822765561452E-003,-0.0000000000000000)       (-1.49699698757811295E-002,-0.0000000000000000)        (5.27034160747090041E-003,-0.0000000000000000)
       (-6.46086650827776913E-011,-0.0000000000000000)       (-3.96354719812341133E-002,-0.0000000000000000)       (-3.00310274771609648E-010,-0.0000000000000000)       (-1.89055767740586122E-022,-0.0000000000000000)       (-3.85685936994301648E-002,-0.0000000000000000)       (-2.15790118136847819E-010,-0.0000000000000000)       (-4.58376329244161024E-003,-0.0000000000000000)        (1.32591320914354372E-002,-0.0000000000000000)       (-3.17609349905457897E-003,-0.0000000000000000)        (2.03029322686737804E-003,-0.0000000000000000)        (1.64879111559728848E-002,-0.0000000000000000)        (2.91695550432135046E-003,-0.0000000000000000)        (1.51946990957552933E-003,-0.0000000000000000)        (9.14558005816469739E-003,-0.0000000000000000)        (2.59138314516041640E-004,-0.0000000000000000)        (3.80878603686265246E-003,-0.0000000000000000)        (1.24224444309302857E-002,-0.0000000000000000)       (-3.76746161906845378E-003,-0.0000000000000000)       (-1.10370757713532715E-003,-0.0000000000000000)        (8.83557659587710063E-003,-0.0000000000000000)        (1.26414147894031979E-003,-0.0000000000000000)       (-1.75377981145908419E-003,-0.0000000000000000)        (1.48833547628091888E-002,-0.0000000000000000)        (2.50332031793165611E-003,-0.0000000000000000)
        (3.96354723930328404E-002,-0.0000000000000000)        (6.44186981980084725E-011,-0.0000000000000000)       (-3.66639963415849076E-010,-0.0000000000000000)        (3.85685936994301648E-002,-0.0000000000000000)        (3.78111535481172244E-022,-0.0000000000000000)        (1.17098672687339916E-009,-0.0000000000000000)       (-1.26692839831866640E-002,-0.0000000000000000)        (3.89442997832481356E-003,-0.0000000000000000)       (-1.53449148624821468E-003,-0.0000000000000000)       (-9.44050450972986656E-003,-0.0000000000000000)       (-2.71962696919216982E-003,-0.0000000000000000)       (-1.98333176110571975E-003,-0.0000000000000000)       (-1.67828352321744770E-002,-0.0000000000000000)       (-2.20880341574992891E-003,-0.0000000000000000)        (3.51782282318340283E-003,-0.0000000000000000)       (-1.16718057794148577E-002,-0.0000000000000000)       (-3.17458674245300844E-003,-0.0000000000000000)        (7.15440125056982261E-004,-0.0000000000000000)       (-1.52586741740063942E-002,-0.0000000000000000)        (1.73790658845715930E-003,-0.0000000000000000)       (-3.62043801137310267E-003,-0.0000000000000000)       (-9.21089581540313757E-003,-0.0000000000000000)        (2.38797891318221411E-003,-0.0000000000000000)        (2.90499757298992405E-003,-0.0000000000000000)
        (2.39061732206622761E-011,-0.0000000000000000)        (4.31239912285125851E-010,-0.0000000000000000)       (-1.72447747935289565E-013,-0.0000000000000000)        (2.15790118481605247E-010,-0.0000000000000000)       (-1.17098672699610376E-009,-0.0000000000000000)        (1.94336036253653016E-021,-0.0000000000000000)        (1.09149603978705607E-002,-0.0000000000000000)        (1.10346743303857252E-002,-0.0000000000000000)        (5.27034124834991832E-003,-0.0000000000000000)       (-1.50137883811156947E-002,-0.0000000000000000)        (3.93529565864125710E-003,-0.0000000000000000)        (5.27034118797015897E-003,-0.0000000000000000)        (4.09882808703080498E-003,-0.0000000000000000)       (-1.49699697492171342E-002,-0.0000000000000000)        (5.27034147567190421E-003,-0.0000000000000000)        (9.78183861790187653E-003,-0.0000000000000000)       (-1.14193097293843557E-002,-0.0000000000000000)       (-5.27380106414690811E-003,-0.0000000000000000)        (4.99849295425904179E-003,-0.0000000000000000)        (1.41809760148141183E-002,-0.0000000000000000)       (-5.27380081569032468E-003,-0.0000000000000000)       (-1.47803318867555517E-002,-0.0000000000000000)       (-2.76166585780976545E-003,-0.0000000000000000)       (-5.27380131831236415E-003,-0.0000000000000000)
       (-3.80878607276818101E-003,-0.0000000000000000)        (1.16718058017318046E-002,-0.0000000000000000)       (-9.78183872273373153E-003,-0.0000000000000000)        (4.58376329244161284E-003,-0.0000000000000000)        (1.26692839831866622E-002,-0.0000000000000000)       (-1.09149603978705607E-002,-0.0000000000000000)        (1.18159854837866329E-022,-0.0000000000000000)       (-1.34960120219898717E-002,-0.0000000000000000)        (8.59853904330803304E-003,-0.0000000000000000)       (-1.25344644051986139E-004,-0.0000000000000000)       (-2.95748328542276204E-004,-0.0000000000000000)       (-1.44773957172694158E-003,-0.0000000000000000)       (-7.47504123089939951E-005,-0.0000000000000000)       (-1.80223401379516320E-004,-0.0000000000000000)       (-9.06546179594965354E-004,-0.0000000000000000)        (2.97245277813338018E-011,-0.0000000000000000)       (-1.54579806714791367E-003,-0.0000000000000000)        (2.30250210903913894E-003,-0.0000000000000000)       (-3.62516410113232609E-004,-0.0000000000000000)       (-3.91813093302451759E-003,-0.0000000000000000)        (6.09040879824208122E-003,-0.0000000000000000)       (-1.70190207224958922E-004,-0.0000000000000000)       (-3.61057247581044859E-003,-0.0000000000000000)        (6.08439399684092361E-003,-0.0000000000000000)
       (-1.24224445920310712E-002,-0.0000000000000000)        (3.17458668120843609E-003,-0.0000000000000000)        (1.14193098601465919E-002,-0.0000000000000000)       (-1.32591320914354355E-002,-0.0000000000000000)       (-3.89442997832481312E-003,-0.0000000000000000)       (-1.10346743303857252E-002,-0.0000000000000000)        (1.34960120219898734E-002,-0.0000000000000000)       (-7.91671027413704407E-022,-0.0000000000000000)        (3.49759916804834032E-004,-0.0000000000000000)        (9.36045167080451729E-004,-0.0000000000000000)        (5.11124418461318501E-004,-0.0000000000000000)        (1.56613250460264724E-004,-0.0000000000000000)        (1.05157015279663812E-003,-0.0000000000000000)       (-3.11029138843202282E-004,-0.0000000000000000)       (-3.18111043637869133E-004,-0.0000000000000000)        (1.54579806258395291E-003,-0.0000000000000000)        (1.65373896469665339E-011,-0.0000000000000000)       (-2.60399526600961701E-004,-0.0000000000000000)        (3.76289595930908881E-003,-0.0000000000000000)        (2.58134331705404388E-004,-0.0000000000000000)        (8.75280991886958184E-004,-0.0000000000000000)        (4.07045434296042594E-003,-0.0000000000000000)        (2.74572464294530665E-004,-0.0000000000000000)       (-1.17612380898535034E-003,-0.0000000000000000)
        (3.76746188625137019E-003,-0.0000000000000000)       (-7.15440442144157462E-004,-0.0000000000000000)        (5.27380090987169137E-003,-0.0000000000000000)        (3.17609349905457767E-003,-0.0000000000000000)        (1.53449148624821511E-003,-0.0000000000000000)       (-5.27034124834991832E-003,-0.0000000000000000)       (-8.59853904330803304E-003,-0.0000000000000000)       (-3.49759916804834032E-004,-0.0000000000000000)        (1.93498578282489904E-019,-0.0000000000000000)       (-7.28765392983810891E-004,-0.0000000000000000)        (6.26036471751939116E-004,-0.0000000000000000)        (2.12710518632937317E-003,-0.0000000000000000)       (-8.59500867531636501E-004,-0.0000000000000000)       (-1.17547258487909340E-003,-0.0000000000000000)       (-2.12710518360436978E-003,-0.0000000000000000)       (-2.30250213954620066E-003,-0.0000000000000000)        (2.60399615067745404E-004,-0.0000000000000000)        (7.21110492907298436E-011,-0.0000000000000000)        (2.02364383557830652E-003,-0.0000000000000000)       (-5.85730164275512829E-003,-0.0000000000000000)       (-5.85590837889905791E-003,-0.0000000000000000)        (2.28718886754802377E-003,-0.0000000000000000)        (5.71208923762450953E-003,-0.0000000000000000)        (5.85590838731252922E-003,-0.0000000000000000)
        (1.10370757452630782E-003,-0.0000000000000000)        (1.52586742212655248E-002,-0.0000000000000000)       (-4.99849304625973531E-003,-0.0000000000000000)       (-2.03029322686737934E-003,-0.0000000000000000)        (9.44050450972986482E-003,-0.0000000000000000)        (1.50137883811156947E-002,-0.0000000000000000)        (1.25344644051986247E-004,-0.0000000000000000)       (-9.36045167080451512E-004,-0.0000000000000000)        (7.28765392983811325E-004,-0.0000000000000000)       (-1.89055767740586122E-022,-0.0000000000000000)       (-1.34960120854521713E-002,-0.0000000000000000)       (-4.60217045155608424E-003,-0.0000000000000000)        (6.29263692870937947E-004,-0.0000000000000000)       (-5.00371816262616849E-004,-0.0000000000000000)        (5.88238789663914161E-004,-0.0000000000000000)        (3.62516410824607253E-004,-0.0000000000000000)       (-3.76289597046731766E-003,-0.0000000000000000)       (-2.02364383592715854E-003,-0.0000000000000000)       (-3.62824729718930780E-012,-0.0000000000000000)       (-1.54579805630947610E-003,-0.0000000000000000)       (-9.25738529165538488E-004,-0.0000000000000000)        (3.57528941728527444E-005,-0.0000000000000000)       (-3.53295502303838018E-003,-0.0000000000000000)       (-3.80322001398563639E-003,-0.0000000000000000)
